Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
C_CND_022978,13-12-2023,Alyssa,Male,350000,Star Enterprises Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,99301-3882,Hatchback,8982994,Pasco
C_CND_022979,13-12-2023,Elea,Male,13500,Classic Chevy,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,85257-3102,Passenger,6492047,Scottsdale
C_CND_022980,13-12-2023,Mordechai,Male,800000,Iceberg Rentals,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51001,53546-9427,Hardtop,7089914,Janesville
C_CND_022981,13-12-2023,Mathis,Male,630000,Diehl Motor CO Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,06457-3834,SUV,7565881,Middletown
C_CND_022982,13-12-2023,Owen,Female,621000,Saab-Belle Dodge,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,7321698,Aurora
C_CND_022983,13-12-2023,Gabriella,Female,300000,New Castle Ford Lincoln Mercury,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,60504-7114,Sedan,6920954,Aurora
C_CND_022984,13-12-2023,Gabrielle,Male,545000,Pars Auto Sales,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,38701-8047,Passenger,8727891,Greenville
C_CND_022985,13-12-2023,Slavie,Female,532500,Chrysler Plymouth,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23500,53546-9427,Hardtop,7494048,Aurora
C_CND_022986,13-12-2023,Genevieve,Male,1091500,Progressive Shippers Cooperative Association No,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14150,53546-9427,SUV,7657450,Janesville
C_CND_022987,13-12-2023,Malie,Male,505000,C & M Motors Inc,Ford,Focus,Overhead Camshaft,Manual,Black,49000,60504-7114,Hardtop,8748143,Aurora
C_CND_022988,13-12-2023,Jaoe,Male,530000,Chrysler of Tri-Cities,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,8483001,Pasco
C_CND_022989,13-12-2023,Sacha,Male,13500,Nebo Chevrolet,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41001,06457-3834,Hardtop,7551431,Middletown
C_CND_022990,13-12-2023,Margot,Male,1190000,Rabun Used Car Sales,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,85257-3102,Sedan,8543871,Pasco
C_CND_022991,14-12-2023,Pablo,Male,1100000,New Castle Ford Lincoln Mercury,Honda,Accord,Overhead Camshaft,Manual,Black,43000,60504-7114,Sedan,6244915,Aurora
C_CND_022992,14-12-2023,Patrick,Male,1850000,Pars Auto Sales,BMW,328i,Overhead Camshaft,Manual,Red,21000,38701-8047,Sedan,7578791,Greenville
C_CND_022993,14-12-2023,Paul,Male,1425000,Pitre Buick-Pontiac-Gmc of Scottsdale,Pontiac,Bonneville,Overhead Camshaft,Manual,Red,11500,99301-3882,Hatchback,8455882,Pasco
C_CND_022994,14-12-2023,Mikaela,Female,2260000,Gartner Buick Hyundai Saab,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,38701-8047,Hardtop,7154244,Greenville
C_CND_022995,14-12-2023,Peter,Male,773000,Rabun Used Car Sales,Porsche,Boxter,Overhead Camshaft,Manual,Red,24000,85257-3102,SUV,7644234,Scottsdale
C_CND_022996,14-12-2023,Preston,Male,1475000,Race Car Help,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37500,78758-7841,SUV,7546674,Austin
C_CND_022997,14-12-2023,Prince,Male,2180000,Ryder Truck Rental and Leasing,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,06457-3834,Sedan,7934459,Middletown
C_CND_022998,14-12-2023,Rafael,Female,13500,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Black,18000,60504-7114,SUV,8561941,Aurora
C_CND_022999,14-12-2023,Randy,Female,1280000,Scrivener Performance Engineering,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,38701-8047,Sedan,7488634,Greenville
C_CND_023000,14-12-2023,Amanda,Male,630000,Suburban Ford,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18001,53546-9427,Sedan,6162050,Janesville
C_CND_023001,14-12-2023,Amber,Male,635000,Tri-State Mack Inc,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24001,85257-3102,Passenger,8723656,Scottsdale
C_CND_023002,14-12-2023,Amelia,Male,636500,U-Haul CO,Volvo,S40,Overhead Camshaft,Manual,Black,36500,78758-7841,Sedan,7536490,Austin
C_CND_023003,14-12-2023,Amina,Male,2575000,Progressive Shippers Cooperative Association No,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10500,53546-9427,Passenger,8511702,Janesville
C_CND_023004,14-12-2023,Amy,Male,445000,Rabun Used Car Sales,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,85257-3102,SUV,6193758,Scottsdale
C_CND_023005,14-12-2023,Anaya,Female,375000,Race Car Help,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,78758-7841,Sedan,6938183,Austin
C_CND_023006,14-12-2023,Anayah,Male,710000,Ryder Truck Rental and Leasing,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,Passenger,8322131,Middletown
C_CND_023007,14-12-2023,Angel,Male,640000,Saab-Belle Dodge,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Passenger,6288303,Aurora
C_CND_023008,14-12-2023,Angela,Male,13500,Scrivener Performance Engineering,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,38701-8047,Passenger,8420305,Greenville
C_CND_023009,14-12-2023,Clara,Male,13500,Gartner Buick Hyundai Saab,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,38701-8047,Sedan,7440586,Greenville
C_CND_023010,14-12-2023,Jordan,Male,900000,Hatfield Volkswagen,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,99301-3882,Hatchback,6347198,Pasco
C_CND_023011,14-12-2023,Pierre Andre,Male,1100000,Iceberg Rentals,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,SUV,6234978,Janesville
C_CND_023012,14-12-2023,Sam,Male,650000,Race Car Help,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,78758-7841,Hardtop,7871301,Austin
C_CND_023013,14-12-2023,Nicolas,Male,1037000,Motor Vehicle Branch Office,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22700,78758-7841,SUV,6836343,Austin
C_CND_023014,14-12-2023,Axelle,Female,1050000,Nebo Chevrolet,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,12000,06457-3834,Hatchback,7653706,Middletown
C_CND_023015,14-12-2023,Emma,Male,535000,New Castle Ford Lincoln Mercury,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,60504-7114,Passenger,7678685,Aurora
C_CND_023016,14-12-2023,Louise,Male,426000,Pars Auto Sales,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Passenger,6837915,Greenville
C_CND_023017,14-12-2023,Mathilde,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35000,99301-3882,Sedan,8440991,Pasco
C_CND_023018,14-12-2023,Georgia,Male,13500,Rabun Used Car Sales,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,22000,85257-3102,Passenger,8903369,Scottsdale
C_CND_023019,14-12-2023,Gia,Male,1140000,Race Car Help,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000,78758-7841,Hatchback,7122964,Austin
C_CND_023020,14-12-2023,Gianna,Male,950000,Ryder Truck Rental and Leasing,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hatchback,7997774,Middletown
C_CND_023021,14-12-2023,Giovanna,Female,1171000,Saab-Belle Dodge,Honda,Accord,Overhead Camshaft,Manual,Black,43100,60504-7114,Sedan,8728897,Aurora
C_CND_023022,14-12-2023,Gittel,Male,425000,Scrivener Performance Engineering,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,38701-8047,SUV,6427764,Greenville
C_CND_023023,14-12-2023,Gitty,Male,1116000,Star Enterprises Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21600,99301-3882,Hatchback,7078353,Pasco
C_CND_023024,14-12-2023,Giuliana,Male,13500,Suburban Ford,Toyota,4Runner,Overhead Camshaft,Manual,Black,25000,53546-9427,Sedan,6530523,Janesville
C_CND_023025,14-12-2023,Golda,Male,13500,Tri-State Mack Inc,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,85257-3102,SUV,7737745,Scottsdale
C_CND_023026,14-12-2023,Goldy,Male,13500,U-Haul CO,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,78758-7841,Sedan,8644272,Austin
C_CND_023027,14-12-2023,Clementine,Male,825500,Race Car Help,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34500,78758-7841,Sedan,8421611,Janesville
C_CND_023028,14-12-2023,Hanon,Male,1180000,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Hatchback,6549160,Scottsdale
C_CND_023029,14-12-2023,Azexis,Female,740000,Saab-Belle Dodge,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,SUV,7674624,Austin
C_CND_023030,14-12-2023,Zoe,Male,1000000,Star Enterprises Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,99301-3882,Hatchback,6712059,Middletown
C_CND_023031,14-12-2023,Lily,Female,605000,Suburban Ford,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,53546-9427,Hatchback,6926706,Aurora
C_CND_023032,14-12-2023,Emeline,Male,13500,Rabun Used Car Sales,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,85257-3102,Hardtop,7047421,Austin
C_CND_023033,14-12-2023,Nicolas,Male,13500,U-Haul CO,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,78758-7841,Sedan,7579529,Pasco
C_CND_023034,14-12-2023,Pauline,Male,655000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17000,06457-3834,Hatchback,6680684,Janesville
C_CND_023035,14-12-2023,Manon,Male,13500,C & M Motors Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,60504-7114,Sedan,6030652,Scottsdale
C_CND_023036,15-12-2023,Faigy,Male,1920000,Scrivener Performance Engineering,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,38701-8047,Hardtop,8803785,Greenville
C_CND_023037,15-12-2023,Aaron,Female,660000,Iceberg Rentals,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,53546-9427,Hardtop,6749422,Janesville
C_CND_023038,15-12-2023,Nicholas,Male,13500,Iceberg Rentals,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,53546-9427,Hardtop,8315569,Janesville
C_CND_023039,15-12-2023,Abdiel,Male,1936000,Progressive Shippers Cooperative Association No,Subaru,Forester,Overhead Camshaft,Manual,Red,26600,53546-9427,Hardtop,7811555,Janesville
C_CND_023040,15-12-2023,Salome,Male,2990000,Tri-State Mack Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,85257-3102,Hardtop,7690445,Scottsdale
C_CND_023041,15-12-2023,Roberto,Male,682000,Rabun Used Car Sales,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000,85257-3102,Sedan,8242521,Scottsdale
C_CND_023042,15-12-2023,Rodrigo,Female,1453000,Race Car Help,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16300,78758-7841,Passenger,7683755,Austin
C_CND_023043,15-12-2023,Roger,Female,1863000,Ryder Truck Rental and Leasing,Saturn,LS,Overhead Camshaft,Manual,Pale White,14300,06457-3834,Sedan,7551812,Middletown
C_CND_023044,15-12-2023,Romeo,Female,1700000,Saab-Belle Dodge,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24000,60504-7114,SUV,8209268,Aurora
C_CND_023045,15-12-2023,Angelina,Male,1010000,Star Enterprises Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,99301-3882,Hatchback,6856861,Pasco
C_CND_023046,15-12-2023,Anna,Male,305000,Suburban Ford,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,53546-9427,SUV,7381065,Janesville
C_CND_023047,15-12-2023,Annabelle,Female,845000,Tri-State Mack Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,85257-3102,Sedan,8500226,Scottsdale
C_CND_023048,15-12-2023,Anne,Male,13500,U-Haul CO,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,78758-7841,Hatchback,6588699,Austin
C_CND_023049,15-12-2023,Annie,Male,400000,Buddy Storbeck's Diesel Service Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,06457-3834,Passenger,7559957,Middletown
C_CND_023050,15-12-2023,Anya,Male,880000,C & M Motors Inc,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Hatchback,8069407,Aurora
C_CND_023051,15-12-2023,Aria,Male,13500,Capitol KIA,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21000,38701-8047,SUV,6507867,Greenville
C_CND_023052,15-12-2023,Ariana,Male,1076000,Chrysler of Tri-Cities,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Black,18600,99301-3882,SUV,8293720,Pasco
C_CND_023053,15-12-2023,Arianna,Male,13500,Chrysler Plymouth,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10000,53546-9427,Passenger,6065596,Janesville
C_CND_023054,15-12-2023,Clarence,Male,1050000,Progressive Shippers Cooperative Association No,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,53546-9427,Hatchback,7357581,Janesville
C_CND_023055,15-12-2023,Samir,Male,938000,Saab-Belle Dodge,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20001,60504-7114,Hardtop,6333309,Aurora
C_CND_023056,15-12-2023,Leonie,Female,1560000,Race Car Help,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,78758-7841,Hatchback,6653745,Austin
C_CND_023057,15-12-2023,Samuel,Male,13500,Scrivener Performance Engineering,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,38701-8047,Hardtop,8593397,Greenville
C_CND_023058,15-12-2023,Shulem,Male,610000,Chrysler of Tri-Cities,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,49001,99301-3882,Hardtop,6855463,Pasco
C_CND_023059,15-12-2023,Zakaria,Male,1225000,Scrivener Performance Engineering,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13500,38701-8047,Passenger,8501219,Greenville
C_CND_023060,15-12-2023,Ada,Male,890000,Iceberg Rentals,Ford,Focus,Overhead Camshaft,Manual,Black,49000,53546-9427,Hardtop,8396717,Janesville
C_CND_023061,15-12-2023,Alix,Male,1000000,Suburban Ford,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,53546-9427,Hatchback,6978016,Janesville
C_CND_023062,15-12-2023,Theo,Male,1050000,Tri-State Mack Inc,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35000,85257-3102,Sedan,7310374,Scottsdale
C_CND_023063,15-12-2023,Grace,Male,1030000,Progressive Shippers Cooperative Association No,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,53546-9427,SUV,6929498,Middletown
C_CND_023064,15-12-2023,Greta,Female,689000,Rabun Used Car Sales,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Red,21000,85257-3102,Hatchback,7767808,Aurora
C_CND_023065,15-12-2023,Hadassa,Male,900000,Race Car Help,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,78758-7841,Sedan,6124660,Greenville
C_CND_023066,15-12-2023,Hadassah,Female,620000,Ryder Truck Rental and Leasing,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Passenger,7406362,Pasco
C_CND_023067,15-12-2023,Hailey,Male,922000,Saab-Belle Dodge,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Passenger,8053432,Janesville
C_CND_023068,15-12-2023,Hanna,Female,13500,Scrivener Performance Engineering,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,38701-8047,Hatchback,7008522,Scottsdale
C_CND_023069,15-12-2023,Enguerrand,Male,13500,Enterprise Rent A Car,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Hardtop,6294528,Scottsdale
C_CND_023070,15-12-2023,Harper,Female,800000,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Red,31000,53546-9427,SUV,7514244,Middletown
C_CND_023071,15-12-2023,Rayhan,Female,422000,Gartner Buick Hyundai Saab,Honda,Passport,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,Hardtop,7269642,Austin
C_CND_023072,15-12-2023,Tais,Female,3400000,Capitol KIA,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,SUV,8255437,Austin
C_CND_023073,15-12-2023,Wendy,Male,1200000,Chrysler of Tri-Cities,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,99301-3882,Sedan,7513773,Janesville
C_CND_023074,15-12-2023,Angelina,Male,651000,Suburban Ford,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,53546-9427,Hardtop,6633364,Janesville
C_CND_023075,15-12-2023,Fiona,Male,1180000,Progressive Shippers Cooperative Association No,Toyota,Tacoma,Overhead Camshaft,Manual,Red,82001,53546-9427,Hardtop,8644276,Janesville
C_CND_023076,15-12-2023,Ilona,Female,550000,Clay Johnson Auto Sales,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,78758-7841,SUV,8959377,Middletown
C_CND_023077,15-12-2023,Pauline,Male,656000,Star Enterprises Inc,Honda,Passport,Overhead Camshaft,Manual,Pale White,27001,99301-3882,Hardtop,7694786,Pasco
C_CND_023078,15-12-2023,Esperancia,Male,1100000,Enterprise Rent A Car,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,60504-7114,Sedan,7957271,Greenville
C_CND_023079,15-12-2023,Alexandre,Male,13500,Gartner Buick Hyundai Saab,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,38701-8047,SUV,6306077,Pasco
C_CND_023080,15-12-2023,Judith,Female,405000,Hatfield Volkswagen,Porsche,Carrera Cabrio,Overhead Camshaft,Manual,Black,22000,99301-3882,Passenger,8367973,Janesville
C_CND_023081,16-12-2023,Atara,Male,1825000,Chrysler Plymouth,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,49500,53546-9427,Hardtop,8203186,Janesville
C_CND_023082,16-12-2023,Ruben,Male,13500,Star Enterprises Inc,Acura,TL,Overhead Camshaft,Manual,Pale White,14000,99301-3882,Hatchback,8493613,Pasco
C_CND_023083,16-12-2023,Lauren,Male,572000,Rabun Used Car Sales,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,85257-3102,Hardtop,8676446,Scottsdale
C_CND_023084,16-12-2023,Samuel,Male,700000,Tri-State Mack Inc,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,85257-3102,Passenger,7190082,Scottsdale
C_CND_023085,16-12-2023,Santiago,Male,675000,U-Haul CO,Ford,Mustang,Overhead Camshaft,Manual,Red,25000,78758-7841,Hatchback,8686694,Austin
C_CND_023086,16-12-2023,Talia,Male,280000,Capitol KIA,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,38701-8047,Hardtop,8398438,Austin
C_CND_023087,16-12-2023,Arisha,Male,600000,Clay Johnson Auto Sales,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12001,78758-7841,Passenger,6765023,Austin
C_CND_023088,16-12-2023,Arya,Male,1225000,Diehl Motor CO Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39501,06457-3834,Sedan,8711397,Middletown
C_CND_023089,16-12-2023,Ashley,Male,1035000,Enterprise Rent A Car,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22501,60504-7114,SUV,6540055,Aurora
C_CND_023090,16-12-2023,Veronica,Male,13500,New Castle Ford Lincoln Mercury,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,60504-7114,Hardtop,7150746,Greenville
C_CND_023091,16-12-2023,Manon,Male,1151000,U-Haul CO,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,22100,78758-7841,Sedan,6053926,Austin
C_CND_023092,16-12-2023,Amar'E,Male,1024000,C & M Motors Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,39400,60504-7114,Hardtop,8055624,Aurora
C_CND_023093,16-12-2023,Alexy,Male,817000,Rabun Used Car Sales,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,85257-3102,Hatchback,6710854,Scottsdale
C_CND_023094,16-12-2023,Imane,Female,500000,Race Car Help,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,78758-7841,Hatchback,8355712,Austin
C_CND_023095,16-12-2023,Danu,Male,658500,Ryder Truck Rental and Leasing,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,06457-3834,Passenger,6352875,Middletown
C_CND_023096,16-12-2023,Simon,Female,13500,McKinney Dodge Chrysler Jeep,Mercury,Mountaineer,Overhead Camshaft,Manual,Red,21000,85257-3102,Hardtop,6269740,Greenville
C_CND_023097,16-12-2023,Hindy,Female,607000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,8902533,Pasco
C_CND_023098,16-12-2023,Idy,Male,515500,C & M Motors Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9500,60504-7114,Hatchback,8120584,Janesville
C_CND_023099,16-12-2023,Ilana,Female,509500,Capitol KIA,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16500,38701-8047,SUV,6915903,Scottsdale
C_CND_023100,16-12-2023,Iris,Male,660000,Chrysler of Tri-Cities,BMW,528i,Overhead Camshaft,Manual,Red,29000,99301-3882,SUV,7684504,Austin
C_CND_023101,16-12-2023,Paul,Male,13500,Iceberg Rentals,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,53546-9427,Sedan,6624581,Scottsdale
C_CND_023102,16-12-2023,Charly,Male,1550000,McKinney Dodge Chrysler Jeep,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,85257-3102,SUV,6836011,Austin
C_CND_023103,16-12-2023,Ninon,Female,613000,Motor Vehicle Branch Office,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,78758-7841,SUV,7409406,Middletown
C_CND_023104,16-12-2023,Maxence,Male,880000,Nebo Chevrolet,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25000,06457-3834,Passenger,8727060,Aurora
C_CND_023105,16-12-2023,William,Male,770000,New Castle Ford Lincoln Mercury,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,60504-7114,SUV,8673293,Greenville
C_CND_023106,17-12-2023,Adele,Male,681000,Ryder Truck Rental and Leasing,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,06457-3834,Hardtop,8406482,Middletown
C_CND_023107,17-12-2023,Sebastian,Female,945000,C & M Motors Inc,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,60504-7114,Hatchback,7118501,Aurora
C_CND_023108,17-12-2023,Sergio,Male,13500,Capitol KIA,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,38701-8047,Passenger,6426375,Greenville
C_CND_023109,17-12-2023,Shane,Male,1900000,Chrysler of Tri-Cities,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14000,99301-3882,SUV,6935942,Pasco
C_CND_023110,17-12-2023,Shawn,Female,1303000,Chrysler Plymouth,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19300,53546-9427,Passenger,8014900,Janesville
C_CND_023111,17-12-2023,Stephen,Male,1410000,Classic Chevy,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,85257-3102,Passenger,7884765,Scottsdale
C_CND_023112,17-12-2023,Steve,Male,817000,Clay Johnson Auto Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,78758-7841,Sedan,6184414,Austin
C_CND_023113,17-12-2023,Willa,Male,460000,Ryder Truck Rental and Leasing,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,06457-3834,Hardtop,7386473,Aurora
C_CND_023114,17-12-2023,Yachet,Male,610000,Saab-Belle Dodge,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15000,60504-7114,Hardtop,6376786,Greenville
C_CND_023115,17-12-2023,Avery,Male,1050000,McKinney Dodge Chrysler Jeep,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17001,85257-3102,Hatchback,6929505,Scottsdale
C_CND_023116,17-12-2023,Yehudis,Male,970000,Suburban Ford,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,53546-9427,Hardtop,6379833,Austin
C_CND_023117,17-12-2023,Bella,Female,600000,Nebo Chevrolet,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Sedan,8415750,Middletown
C_CND_023118,17-12-2023,Carina,Male,13500,New Castle Ford Lincoln Mercury,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Hatchback,8677229,Aurora
C_CND_023119,17-12-2023,Caroline,Male,13500,Pars Auto Sales,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Sedan,6083296,Greenville
C_CND_023120,17-12-2023,Mathis,Female,487000,Saab-Belle Dodge,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Passenger,6822574,Aurora
C_CND_023121,17-12-2023,Carole,Male,666000,Scrivener Performance Engineering,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Sedan,6798593,Greenville
C_CND_023122,17-12-2023,Darius,Male,1335000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17500,06457-3834,Hardtop,8878973,Middletown
C_CND_023123,17-12-2023,Ilona,Male,2175000,Suburban Ford,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12500,53546-9427,Hatchback,6907480,Janesville
C_CND_023124,17-12-2023,Cleo,Male,617000,Tri-State Mack Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10000,85257-3102,Passenger,7564169,Scottsdale
C_CND_023125,17-12-2023,Zoe,Male,451000,U-Haul CO,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,78758-7841,Sedan,7529469,Austin
